doc_id,chunk_id,source,page,section,chunk,categories
doc_1,doc_1_chunk_10,uvulopalatopharyngoplasty-คณะแพทยศาสตร์ศิริราช.pdf,3,,เนื่องจากมีข้อบ่งชี้ของภาวะหยุดหายใจขณะหลับ โดยเฉพาะผู้ป่วยที่อ้วนมากมีโรคหัวใจหรือโรคปอดร่วมด้วยมีดัชนีของการหยุดหายใจขณะหลับสูงมีระดับออกซิเจนในเลือดต่ํามากในเวลาหลับที่ตรวจพบตั้งแต่ก่อนผ่าตัดจะเปูนผู้ที่มีอัตราเสี่ยงของการเกิดภาวะแทรกซ้อนได้มากกว่าผู้ป่วยที่เข้ารับการผ่าตัดที่ไม่มีภาวะดังกล่าวภาวะแทรกซ้อนรุนแรงที่อาจเกิดขึ้นได้,"[{""level_1"": ""อาการ/ภาวะแทรกซ้อน"", ""level_2"": ""Respiratory and Throat""}, {""level_1"": ""อาการ/ภาวะแทรกซ้อน"", ""level_2"": ""Physical Symptoms""}]"
doc_1,doc_1_chunk_11,uvulopalatopharyngoplasty-คณะแพทยศาสตร์ศิริราช.pdf,3,,ไม่พบบ่อยแต่ควรทราบและระวังล่วงหน้าคือการหายใจลําบากจากการบวมในช่องคอการหยุดหายใจน้ําท่วมปอดผู้ป่วยที่มีอัตราเสี่ยงของการเกิดภาวะแทรกซ้อนเหล่านี้จะได้รับการดูแลใกล้ชิดในหออภิบาลวิสัญญี (ICU) เพื่อเปูนการปองกันไว้ก่อน โดยทั่วไปผู้ป่วยมักกลับบ้านได้ภายใน 1-3 วันหลังผ่าตัดถ้าไม่มีภาวะแทรกซ้อนการปฏิบัติตัวที่ถูกต้องภายหลังการผ่าตัดมักทําให้การผ่าตัดรักษาได้ผลดี การนัดตรวจหลังออกจากโรงพยาบาล แพทย์จะนัดมาดูแผล และฟังผลชิ้นเนื้อ (ถ้ามีการส่งตรวจ) ประมาณ 1 สัปดาห์หลังผ่าตัด,"[{""level_1"": ""อาการ/ภาวะแทรกซ้อน"", ""level_2"": ""Respiratory and Throat""}, {""level_1"": ""อาการ/ภาวะแทรกซ้อน"", ""level_2"": ""Wound and Infection""}]"
doc_2,doc_2_chunk_0,การจัดการทางทันตกรรมในผู้ป่วยที่ได้รับยานอน-วิตามินเค แอนตาโกนิสต์ -Mahidol Dental Journal -Anticoagulant.pdf,1,,"Correspondence author: Sittipong ChaimanakarnOral & Maxillofacial Surgery, Maha Chakri Sirindhorn Dental Hospital, Faculty of Dentistry, Mahidol University, Bangkok, Thailand, 6 Yothi Street, Rachathewee District, Bangkok 10400, ThailandEmail: s.p_p.s@hotmail.comReceived : 30 March 2020 Accepted : 9 September 2020Dental management in patient taking non-vitamin k antagonist oral anticoagulants Watus Sakdejayont1, Pornwatcharin Limwattanachai2, Sittipong Chaimanakarn31 Department of Oral & Maxillofacial","[{""level_1"": ""ไม่เกี่ยวข้อง"", ""level_2"": ""ไม่เกี่ยวข้อง""}]"
doc_2,doc_2_chunk_1,การจัดการทางทันตกรรมในผู้ป่วยที่ได้รับยานอน-วิตามินเค แอนตาโกนิสต์ -Mahidol Dental Journal -Anticoagulant.pdf,1,,"Chaimanakarn31 Department of Oral & Maxillofacial Surgery, Faculty of Dentistry, Mahidol University, Bangkok, Thailand2 Thatakiab Hospital, Chachoengsao, Thailand3 Department of Oral & Maxillofacial Surgery, Maha Chakri Sirindhorn Dental Hospital, Faculty of Dentistry, Mahidol University, Bangkok, ThailandVitamin K antagonist oral anticoagulants, such as warfarin, have been used to prevent and treat thromboembolic events. In addition to the therapeutic efficacy, warfarin also has limitations. Currently, a","[{""level_1"": ""ไม่เกี่ยวข้อง"", ""level_2"": ""ไม่เกี่ยวข้อง""}]"
doc_2,doc_2_chunk_2,การจัดการทางทันตกรรมในผู้ป่วยที่ได้รับยานอน-วิตามินเค แอนตาโกนิสต์ -Mahidol Dental Journal -Anticoagulant.pdf,1,,"warfarin also has limitations. Currently, a new group of oral anticoagulants: non-Vitamin K antagonist oral anticoagulants (NOACs) are developed and giving patients more options for treatment. Many studies have found that these drugs are more effective or equal to warfarin. Although, the management of non-Vitamin K antagonist oral anticoagulants in patients undergoing dental procedures was not clear. Therefore, the objective of this article is to review the clinical practice guidelines for this group of","[{""level_1"": ""หัตถการ"", ""level_2"": ""medicine""}]"
doc_2,doc_2_chunk_3,การจัดการทางทันตกรรมในผู้ป่วยที่ได้รับยานอน-วิตามินเค แอนตาโกนิสต์ -Mahidol Dental Journal -Anticoagulant.pdf,1,,"clinical practice guidelines for this group of patients.Keyword: dental management, Non-Vitamin K antagonist oral anticoagulantsHow to cite: Sakdejayont W, Limwattanachai P, Chaimanakarn S. Dental management in patient taking non-vitamin k antagonist oral anticoagulants. M Dent J 2020; 40: 197-210.pISSN, eISSN 0125-5614M Dent J 2020; 40 (3) : 197-210Review Article","[{""level_1"": ""หัตถการ"", ""level_2"": ""medicine""}]"
doc_2,doc_2_chunk_4,การจัดการทางทันตกรรมในผู้ป่วยที่ได้รับยานอน-วิตามินเค แอนตาโกนิสต์ -Mahidol Dental Journal -Anticoagulant.pdf,2,,"ผู้รับผิดชอบบทความ: สิทธิพงษ์ ชัยมานะการศัลยศาสตร์ช่องปากและแม็กซิลโลเฟเชียล โรงพยาบาลทันตกรรมมหาจักรีสิรินธรคณะทันตแพทยศาสตร์ มหาวิทยาลัยมหิดล 6 ถนนโยธี เขตราชเทวี กรุงเทพฯ 10400อีเมล: s.p_p.s@hotmail.comวันรับเรื่อง : 30 มีนาคม 2563 วันยอมรับการตีพิมพ์: 9 กันยายน 2563การจัดการทางทันตกรรมในผู้ป่วยที่ได้รับยานอน-วิตามินเค แอนตาโกนิสต์เวทัสศักดิ์เดชยนต์1, พรวัชรินทร์ ลิ้มวัฒนาชัย2, สิทธิพงษ์ ชัยมานะการ31 ภาควิชาศัลยศาสตร์ช่องปากและแม็กซิลโลเฟเชียลคณะทันตแพทยศาสตร์ มหาวิทยาลัยมหิดล2","[{""level_1"": ""ไม่เกี่ยวข้อง"", ""level_2"": ""ไม่เกี่ยวข้อง""}]"
doc_2,doc_2_chunk_5,การจัดการทางทันตกรรมในผู้ป่วยที่ได้รับยานอน-วิตามินเค แอนตาโกนิสต์ -Mahidol Dental Journal -Anticoagulant.pdf,2,,มหาวิทยาลัยมหิดล2 โรงพยาบาลท่าตะเกียบจังหวัดฉะเชิงเทรา3 ภาควิชาศัลยศาสตร์ช่องปากและแม็กซิลโลเฟเชียล โรงพยาบาลทันตกรรมมหาจักรีสิรินธรคณะทันตแพทยศาสตร์ มหาวิทยาลัยมหิดลยาต้านการแข็งตัวของเลือดกลุ่มวิตามินเค แอนตาโกนิสต์ เช่นวาฟาริน ได้ถูกน�ามาใช้เพื่อป้องกันและรักษาภาวะลิ่มเลือดอุดตันนอกเหนือไปจากประสิทธิภาพในการรักษาแล้วยาวาฟารินก็ยังมีข้อจ�ากัดในการใช้หลายประการ ในปัจจุบันจึงมีการพัฒนายาต้านการแข็งตัวของเลือดชนิดรับประทานกลุ่มใหม่ขึ้นมา คือยากลุ่มนอน-วิตามินเค แอนตาโกนิสต์ ท�าให้,"[{""level_1"": ""อาการ/ภาวะแทรกซ้อน"", ""level_2"": ""Wound and Infection""}]"
doc_2,doc_2_chunk_6,การจัดการทางทันตกรรมในผู้ป่วยที่ได้รับยานอน-วิตามินเค แอนตาโกนิสต์ -Mahidol Dental Journal -Anticoagulant.pdf,2,,"คือยากลุ่มนอน-วิตามินเค แอนตาโกนิสต์ ท�าให้ ผู้ป่วยมีทางเลือกในการรักษามากขึ้น โดยเฉพาะผู้ที่มีข้อจ�ากัดในการใช้ยาวาฟารินจากหลายการศึกษาพบว่ายากลุ่มนี้ มีประสิทธิภาพที่เหนือกว่าหรือเทียบเท่ากับยาวาฟารินอย่างไรก็ตามในปัจจุบันยังไม่มีแนวทางปฏิบัติที่ชัดเจนเกี่ยวกับการดูแลรักษาผู้ป่วยที่ได้รับยากลุ่มนอน-วิตามินเค แอนตาโกนิสต์ และต้องเข้ารับการท�าหัตถการทางทันตกรรมดังนั้นการทบทวนนี้จึงมีเป้าหมายเพื่อสรุปแนวทางปฏิบัติในการดูแลผู้ป่วยกลุ่มนี้รหัสค�า: การจัดการทางทันตกรรม, ยานอน-วิตามินเค แอนตาโกนิสต์การอ้างอิง:","[{""level_1"": ""หัตถการ"", ""level_2"": ""medicine""}]"
doc_2,doc_2_chunk_7,การจัดการทางทันตกรรมในผู้ป่วยที่ได้รับยานอน-วิตามินเค แอนตาโกนิสต์ -Mahidol Dental Journal -Anticoagulant.pdf,2,,"ยานอน-วิตามินเค แอนตาโกนิสต์การอ้างอิง: เวทัสศักดิ์เดชยนต์, พรวัชรินทร์ ลิ้มวัฒนาชัย, สิทธิพงษ์ ชัยมานะการการจัดการทางทันตกรรมในผู้ป่วยที่ได้รับยานอน-วิตามินเค แอนตาโกนิสต์. วทันตมหิดล 2563; 40: 197-210.บทน�า ยาต้านการแข็งตัวของเลือดกลุ่มวิตามินเค แอนตาโกนิสต์ (Vitamin K antagonist) ได้ถูกน�ามาใช้เพื่อป้องกันและรักษาลิ่มเลือดอุดตัน (thrombosis) ซึ่งมีส่วนประกอบของสารอนุพันธ์ของคูมาริน (coumarin derivatives) เช่นวาฟาริน (Warfarin) เป็นยาต้านการแข็งตัวของเลือดชนิดรับประทานชนิดเดียวที่มี","[{""level_1"": ""หัตถการ"", ""level_2"": ""medicine""}]"
doc_2,doc_2_chunk_8,การจัดการทางทันตกรรมในผู้ป่วยที่ได้รับยานอน-วิตามินเค แอนตาโกนิสต์ -Mahidol Dental Journal -Anticoagulant.pdf,2,,การใช้ในวงการแพทย์มายาวนานกว่า 60 ปี [1] นอกเหนือ ไปจากประสิทธิภาพในการรักษาแล้วยา Warfarin ก็ยังมีข้อจ�ากัดในการใช้หลายประการ ได้แก่ มีช่วงในการรักษาแคบ (narrow therapeutic range) ขนาดยา ที่ใช้ในการรักษามีความแตกต่างกันในแต่ละบุคคลนอกจากนี้ยังเกิดปฏิกิริยาระหว่างยาอื่นและอาหารได้มากท�าให้ต้องติดตามควบคุมผลด้วยการตรวจทางห้องปฏิบัติการอย่างใกล้ชิด ในปัจจุบันจึงมีการพัฒนา ยาต้านการแข็งตัวของเลือดชนิดรับประทานกลุ่มใหม่ขึ้นมา คือยากลุ่มนอน-วิตามินเค แอนตาโกนิสต์ (Non-Vitamin K antagonist oral anticoagulants :,"[{""level_1"": ""ไม่เกี่ยวข้อง"", ""level_2"": ""ไม่เกี่ยวข้อง""}]"
doc_2,doc_2_chunk_9,การจัดการทางทันตกรรมในผู้ป่วยที่ได้รับยานอน-วิตามินเค แอนตาโกนิสต์ -Mahidol Dental Journal -Anticoagulant.pdf,2,,"(Non-Vitamin K antagonist oral anticoagulants : NOACs) ซึ่งมีความเร็วในการออกฤทธิ์ของยา (onset) ที่รวดเร็วมีผลต่อการเกิดอันตรกิริยาระหว่างยา (drug interactions) ที่น้อยกว่า และไม่จ�าเป็นต้องเฝ้าระวังติดตามการใช้ยา (drug monitoring) ท�าให้ผู้ป่วยมี ทางเลือกในการรักษามากขึ้น โดยเฉพาะผู้ที่มีข้อจ�ากัดpISSN, eISSN 0125-5614M Dent J 2020; 40 (3) : 197-210บทความปริทัศน์","[{""level_1"": ""ไม่เกี่ยวข้อง"", ""level_2"": ""ไม่เกี่ยวข้อง""}]"
doc_2,doc_2_chunk_10,การจัดการทางทันตกรรมในผู้ป่วยที่ได้รับยานอน-วิตามินเค แอนตาโกนิสต์ -Mahidol Dental Journal -Anticoagulant.pdf,3,,Dental management in patient taking non-vitamin k antagonist oral anticoagulants http://www.dt.mahidol.ac.th/division/th_Academic_Journal_Unit 199ในการใช้ยา Warfarin จากหลายการศึกษาพบว่ายากลุ่ม NOACs มีประสิทธิภาพที่เหนือกว่าหรือเทียบเท่ากับยา Warfarin ในการป้องกันการเกิดโรคหลอดเลือดสมอง (stroke) หรือภาวะลิ่มเลือดอุดตัน (systemic embolism) รวมถึงท�าให้เกิดภาวะเลือดออกรุนแรง (major bleeding) น้อยกว่าหรือไม่แตกต่างกันดังนั้นในปัจจุบันจึงได้มี การพัฒนายากลุ่ม NOACs และน�าเข้ามาใช้เพิ่มมากขึ้น [2-5],"[{""level_1"": ""หัตถการ"", ""level_2"": ""medicine""}]"
doc_2,doc_2_chunk_11,การจัดการทางทันตกรรมในผู้ป่วยที่ได้รับยานอน-วิตามินเค แอนตาโกนิสต์ -Mahidol Dental Journal -Anticoagulant.pdf,3,,NOACs และน�าเข้ามาใช้เพิ่มมากขึ้น [2-5] ในปัจจุบันได้มีแนวทางปฏิบัติเกี่ยวกับการดูแลรักษาผู้ป่วยที่ได้รับยา Warfarin และต้องเข้ารับการรักษาทางทันตกรรม เช่นการถอนฟันหรือการผ่าตัดภายในช่องปากแล้ว แต่ขณะเดียวกันยังมีข้อโต้แย้งกันอยู่ และขาดการศึกษาที่มากพอส�าหรับแนวทางการดูแลผู้ป่วยที่ได้รับการรักษาด้วยยากลุ่ม NOACs และจ�าเป็นต้องเข้ารับการท�าหัตถการทางทันตกรรมซึ่งในปัจจุบันได้เริ่มมีการน�ายากลุ่ม NOACs มาใช้ เพิ่มมากขึ้น และอาจเกิดความเสี่ยงต่อการเข้ารับการรักษาทางทันตกรรมได้,"[{""level_1"": ""หัตถการ"", ""level_2"": ""medicine""}]"
doc_2,doc_2_chunk_12,การจัดการทางทันตกรรมในผู้ป่วยที่ได้รับยานอน-วิตามินเค แอนตาโกนิสต์ -Mahidol Dental Journal -Anticoagulant.pdf,3,,ทันตแพทย์จึงควรมีความรู้ความเข้าใจเกี่ยวกับยากลุ่ม NOACs เพื่อให้การดูแลผู้ป่วยที่ได้รับการรักษาด้วยยานี้ได้อย่างถูกต้องและเหมาะสมดังนั้นการทบทวนนี้ จึงมีเป้าหมายเพื่อสรุปแนวทางปฏิบัติในการดูแลผู้ป่วยที่ได้รับยา NOACs และต้องเข้ารับการท�าหัตถการทางทันตกรรมยาต้านการแข็งตัวของเลือดกลุ่มนอนวิตามินเค แอนตาโกนิสต์ชนิดรับประทาน (Non-Vitamin K antagonist oral anticoagulants) ในปัจจุบันได้มีการพัฒนายาต้านการแข็งตัวของเลือดชนิดรับประทานกลุ่มใหม่ขึ้นมา เพื่อลดข้อจ�ากัดของยา Warfarin โดยบางการศึกษา,"[{""level_1"": ""หัตถการ"", ""level_2"": ""medicine""}]"
doc_2,doc_2_chunk_13,การจัดการทางทันตกรรมในผู้ป่วยที่ได้รับยานอน-วิตามินเค แอนตาโกนิสต์ -Mahidol Dental Journal -Anticoagulant.pdf,3,,เพื่อลดข้อจ�ากัดของยา Warfarin โดยบางการศึกษา แทนชื่อยาต้านการแข็งตัวของเลือดชนิดรับประทานกลุ่มใหม่ด้วยชื่อ Novel oral anticoagulants หรือ Non-Vitamin K antagonist oral anticoagulants หรือเรียกสั้นๆ ว่า NOACs แต่อย่างไรก็ตามการใช้ชื่อดังกล่าวก็อาจท�าให้เกิดการสับสนได้ เช่นค�าว่า “No AC” ถูกน�าไปใช้เรียกทางการแพทย์ในผู้ป่วยที่ไม่ได้ใช้ยาต้านการแข็งตัวของเลือด และยังมีข้อจ�ากัดเรื่องเวลาของการพัฒนายาร่วมด้วยดังนั้นหลายการศึกษาจึงใช้ชื่อ direct oral anticoagulant (DOAC) และ target-specific oral anticoagulant,"[{""level_1"": ""ไม่เกี่ยวข้อง"", ""level_2"": ""ไม่เกี่ยวข้อง""}]"
doc_2,doc_2_chunk_14,การจัดการทางทันตกรรมในผู้ป่วยที่ได้รับยานอน-วิตามินเค แอนตาโกนิสต์ -Mahidol Dental Journal -Anticoagulant.pdf,3,,"(DOAC) และ target-specific oral anticoagulant (TSOAC) แทนอย่างไรก็ตาม ในการศึกษานี้จะแทนชื่อยาต้านการแข็งตัวของเลือดชนิดรับประทานกลุ่มใหม่ด้วย NOACs หรือ Non-Vitamin K antagonist oral anticoagulants ตามแนวทางปฏิบัติของ European Heart Rhythm Association (EHRA) Practical Guide เรื่องการใช้ยา non-vitamin K antagonist oral anticoagulants ในผู้ป่วยที่มีหัวใจห้องบนสั่นพลิ้ว (atrial fibrillation) ปี ค.ศ. 2018 [6,7] NOACs แบ่งตามการออกฤทธิ์ได้เป็น 2 กลุ่ม ได้แก่ ยาที่ออกฤทธิ์ยับยั้งทรอมบินโดยตรง (Direct thrombin","[{""level_1"": ""ไม่เกี่ยวข้อง"", ""level_2"": ""ไม่เกี่ยวข้อง""}]"
